id_parlamentar,casa,nome_eleitoral,partido,UF,tem twitter?,twitter,twitter2 (se houver),facebook (não conferido),nome_civil,fazendo
1186,senado,LUIS CARLOS HEINZE,PP,RS,sim,SenadorHeinze,,https://www.facebook.com/SenadorHeinze/,LUIS CARLOS HEINZE,feito
5585,senado,LUIZ DO CARMO,MDB,GO,sim,_luizdocarmo,,,LUIZ DO CARMO,feito
5557,senado,MAILZA GOMES,PP,AC,sim,MailzaGomes,,,MAILZA GOMES,feito
5666,senado,MAJOR OLIMPIO,PSL,SP,sim,majorolimpio,,,MAJOR OLIMPIO,feito
5376,senado,MARA GABRILLI,PSDB,SP,sim,maragabrilli,,,MARA GABRILLI,feito
742,senado,MARCELO CASTRO,MDB,PI,sim,MarceloCastroPI,,,MARCELO CASTRO,feito
285,senado,MARCIO BITTAR,MDB,AC,sim,marciombittar,,,MARCIO BITTAR,feito
5942,senado,MARCOS DO VAL,PPS,ES,sim,marcosdoval,,,MARCOS DO VAL,feito
5422,senado,MARCOS ROGÉRIO,DEM,RO,sim,MarcosRogerio,,,MARCOS ROGÉRIO,feito
1023,senado,MARIA DO CARMO ALVES,DEM,SE,sim,MariaSenadora,,https://www.facebook.com/mariadocarmo251/,MARIA DO CARMO ALVES,feito
6027,senado,MECIAS DE JESUS,PRB,RR,sim,meciasdejesus,,,MECIAS DE JESUS,feito
5985,senado,NELSINHO TRAD,PSD,MS,sim,nelsinhotrad,,https://www.facebook.com/nelsinhotrad/,NELSINHO TRAD,feito
5525,senado,OMAR AZIZ,PSD,AM,sim,OmarAzizPSD,,,OMAR AZIZ,feito
5924,senado,ORIOVISTO GUIMARÃES,PODE,PR,sim,Sen_Oriovisto,,,ORIOVISTO GUIMARÃES,feito
5523,senado,OTTO ALENCAR,PSD,BA,sim,ottoalencar,,,OTTO ALENCAR,feito
825,senado,PAULO PAIM,PT,RS,sim,paulopaim,,,PAULO PAIM,feito
374,senado,PAULO ROCHA,PT,PA,sim,PauloRocha_13,,,PAULO ROCHA,feito
5502,senado,PLÍNIO VALÉRIO,PSDB,AM,sim,PlinioValerio45,,,PLÍNIO VALÉRIO,feito
5012,senado,RANDOLFE RODRIGUES,REDE,AP,sim,randolfeap,,,RANDOLFE RODRIGUES,feito
5236,senado,REGUFFE,S/Partido,DF,sim,Reguffe,,,REGUFFE,feito
70,senado,RENAN CALHEIROS,MDB,AL,sim,renancalheiros,,,RENAN CALHEIROS,feito
677,senado,ROBERTO ROCHA,PSDB,MA,sim,SigaRoberto_,,,ROBERTO ROCHA,feito
5905,senado,RODRIGO CUNHA,PSDB,AL,sim,RodrigoCunhaAL,,,RODRIGO CUNHA,feito
5732,senado,RODRIGO PACHECO,DEM,MG,sim,rpsenador,,,RODRIGO PACHECO,feito
5352,senado,ROGÉRIO CARVALHO,PT,SE,sim,SenadorRogerio,,,ROGÉRIO CARVALHO,feito
5322,senado,ROMÁRIO,PODE,RJ,sim,RomarioOnze,,,ROMÁRIO,feito
2331,senado,ROSE DE FREITAS,PODE,ES,sim,senadorarose,,,ROSE DE FREITAS,feito
5929,senado,SELMA ARRUDA,PSL,MT,sim,SenadoraSelma,,,SELMA ARRUDA,feito
4560,senado,SÉRGIO PETECÃO,PSD,AC,sim,senadorpetecao,,,SÉRGIO PETECÃO,feito
5527,senado,SIMONE TEBET,MDB,MS,sim,SimoneTebetms,,,SIMONE TEBET,feito
5988,senado,SORAYA THRONICKE,PSL,MS,sim,SorayaThronicke,,,SORAYA THRONICKE,feito
5959,senado,STYVENSON VALENTIM,PODE,RN,sim,SenStyvenson,,,STYVENSON VALENTIM,feito
3396,senado,TASSO JEREISSATI,PSDB,CE,sim,tassojereissati,,,TASSO JEREISSATI,feito
5535,senado,TELMÁRIO MOTA,PROS,RR,sim,TelmarioMotaRR,,,TELMÁRIO MOTA,feito
5899,senado,VANDERLAN CARDOSO,PP,GO,sim,Vanderlan_VC,,,VANDERLAN CARDOSO,feito
5748,senado,VENEZIANO VITAL DO RÊGO,PSB,PB,sim,venezianovital,,,VENEZIANO VITAL DO RÊGO,nazareno
1173,senado,WELLINGTON FAGUNDES,PR,MT,sim,sen_wellington,,,WELLINGTON FAGUNDES,feito
5411,senado,WEVERTON,PDT,MA,sim,wevertonrocha,,,WEVERTON,feito
5783,senado,ZENAIDE MAIA,PROS,RN,sim,zenaidern,,,ZENAIDE MAIA,feito
3806,senado,ZEQUINHA MARINHO,PSC,PA,sim,ZequinhaMarinho,zequinhamarynho,https://www.facebook.com/zequinhamarinhooficial/,ZEQUINHA MARINHO,feito
